Case ID;Activity;Resource;Complete Timestamp;Variant;Variant index;(case) channel;(case) department;(case) group;(case) responsible;concept:instance;concept:name;lifecycle:transition;org:group;Duration
case-6864;T10 Determine necessity to stop indication-complete;Resource01;2011/04/21 11:39:15.774;Variant 1;1;Internet;General;;Resource11;task-21795;T10 Determine necessity to stop indication;complete;Group 1;16.134
case-6865;Confirmation of receipt-complete;Resource01;2011/04/21 11:57:59.419;Variant 1;1;Internet;General;;Resource11;task-19173;Confirmation of receipt;complete;EMPTY;0.0
case-6865;T02 Check confirmation of receipt-complete;Resource01;2011/04/21 11:58:13.844;Variant 1;1;Internet;General;;Resource11;task-21812;T02 Check confirmation of receipt;complete;Group 4;14.425
case-6865;T04 Determine confirmation of receipt-complete;Resource01;2011/04/21 11:58:30.448;Variant 1;1;Internet;General;;Resource11;task-21814;T04 Determine confirmation of receipt;complete;Group 3;16.604
case-6865;T05 Print and send confirmation of receipt-complete;Resource01;2011/04/21 11:58:47.987;Variant 1;1;Internet;General;;Resource11;task-21815;T05 Print and send confirmation of receipt;complete;Group 2;17.539
case-6865;T06 Determine necessity of stop advice-complete;Resource01;2011/04/21 11:59:02.639;Variant 1;1;Internet;General;;Resource11;task-21813;T06 Determine necessity of stop advice;complete;Group 1;14.652
case-6865;T10 Determine necessity to stop indication-complete;Resource01;2011/04/21 11:59:17.349;Variant 1;1;Internet;General;;Resource11;task-21816;T10 Determine necessity to stop indication;complete;Group 1;14.71
case-6869;Confirmation of receipt-complete;admin2;2011/05/26 13:12:22.644;Variant 3;3;Internet;General;;Resource01;task-19234;Confirmation of receipt;complete;EMPTY;0.0
case-6872;Confirmation of receipt-complete;Resource06;2011/04/26 12:25:03.223;Variant 1;1;Internet;General;;Resource06;task-19250;Confirmation of receipt;complete;EMPTY;0.0
case-6872;T02 Check confirmation of receipt-complete;Resource06;2011/04/26 12:58:24.035;Variant 1;1;Internet;General;;Resource06;task-22171;T02 Check confirmation of receipt;complete;Group 4;2000.812
case-6872;T04 Determine confirmation of receipt-complete;Resource06;2011/04/26 12:58:44.562;Variant 1;1;Internet;General;;Resource06;task-22177;T04 Determine confirmation of receipt;complete;Group 3;20.527
case-6872;T05 Print and send confirmation of receipt-complete;Resource06;2011/04/26 12:58:58.633;Variant 1;1;Internet;General;;Resource06;task-22178;T05 Print and send confirmation of receipt;complete;Group 2;14.071
case-6872;T06 Determine necessity of stop advice-complete;Resource06;2011/04/27 08:29:40.103;Variant 1;1;Internet;General;;Resource06;task-22172;T06 Determine necessity of stop advice;complete;Group 1;70241.47
case-6872;T10 Determine necessity to stop indication-complete;Resource06;2011/04/27 08:33:03.573;Variant 1;1;Internet;General;;Resource06;task-22227;T10 Determine necessity to stop indication;complete;Group 1;203.47
case-6874;Confirmation of receipt-complete;admin2;2011/05/31 07:49:04.675;Variant 3;3;Internet;General;;Resource01;task-19274;Confirmation of receipt;complete;EMPTY;0.0
case-6899;Confirmation of receipt-complete;admin2;2011/05/26 13:12:56.277;Variant 3;3;Internet;General;;Resource01;task-19505;Confirmation of receipt;complete;EMPTY;0.0
case-6900;Confirmation of receipt-complete;Resource01;2011/04/21 13:18:49.743;Variant 1;1;Internet;General;;Resource11;task-19510;Confirmation of receipt;complete;EMPTY;0.0
case-6900;T02 Check confirmation of receipt-complete;Resource01;2011/04/21 13:19:08.501;Variant 1;1;Internet;General;;Resource11;task-21871;T02 Check confirmation of receipt;complete;Group 4;18.758
case-6900;T04 Determine confirmation of receipt-complete;Resource01;2011/04/21 13:19:23.812;Variant 1;1;Internet;General;;Resource11;task-21873;T04 Determine confirmation of receipt;complete;Group 3;15.311
case-6900;T05 Print and send confirmation of receipt-complete;Resource01;2011/04/21 13:19:35.228;Variant 1;1;Internet;General;;Resource11;task-21874;T05 Print and send confirmation of receipt;complete;Group 2;11.416
case-6900;T06 Determine necessity of stop advice-complete;Resource01;2011/04/21 13:19:47.516;Variant 1;1;Internet;General;;Resource11;task-21872;T06 Determine necessity of stop advice;complete;Group 1;12.288
case-6900;T10 Determine necessity to stop indication-complete;Resource01;2011/05/12 08:47:05.541;Variant 1;1;Internet;General;;Resource11;task-21875;T10 Determine necessity to stop indication;complete;Group 1;1798038.025
case-6901;Confirmation of receipt-complete;admin2;2011/05/09 11:55:02.416;Variant 3;3;Internet;General;;Resource22;task-19523;Confirmation of receipt;complete;EMPTY;0.0
case-6904;Confirmation of receipt-complete;Resource01;2011/04/28 11:08:51.932;Variant 1;1;Internet;General;;Resource11;task-19556;Confirmation of receipt;complete;EMPTY;0.0
case-6904;T02 Check confirmation of receipt-complete;Resource01;2011/04/28 11:09:14.618;Variant 1;1;Internet;General;;Resource11;task-22550;T02 Check confirmation of receipt;complete;Group 4;22.686
case-6904;T04 Determine confirmation of receipt-complete;Resource01;2011/04/28 11:09:27.171;Variant 1;1;Internet;General;;Resource11;task-22552;T04 Determine confirmation of receipt;complete;Group 3;12.553
case-6904;T05 Print and send confirmation of receipt-complete;Resource01;2011/04/28 11:09:39.441;Variant 1;1;Internet;General;;Resource11;task-22553;T05 Print and send confirmation of receipt;complete;Group 2;12.27
case-6904;T06 Determine necessity of stop advice-complete;Resource01;2011/04/28 11:09:52.935;Variant 1;1;Internet;General;;Resource11;task-22551;T06 Determine necessity of stop advice;complete;Group 1;13.494
case-6904;T10 Determine necessity to stop indication-complete;Resource01;2011/04/28 11:16:52.970;Variant 1;1;Internet;General;;Resource11;task-22554;T10 Determine necessity to stop indication;complete;Group 1;420.035
case-6912;Confirmation of receipt-complete;admin2;2011/05/12 08:39:48.752;Variant 3;3;Desk;General;;Resource06;task-19669;Confirmation of receipt;complete;EMPTY;0.0
case-6944;Confirmation of receipt-complete;Resource01;2011/04/28 13:30:26.922;Variant 1;1;Internet;General;;Resource01;task-19958;Confirmation of receipt;complete;EMPTY;0.0
case-6944;T02 Check confirmation of receipt-complete;Resource01;2011/04/28 13:31:19.663;Variant 1;1;Internet;General;;Resource01;task-22637;T02 Check confirmation of receipt;complete;Group 4;52.741
case-6944;T04 Determine confirmation of receipt-complete;Resource01;2011/04/28 13:31:55.907;Variant 1;1;Internet;General;;Resource01;task-22639;T04 Determine confirmation of receipt;complete;Group 3;36.244
case-6944;T05 Print and send confirmation of receipt-complete;Resource01;2011/04/28 13:33:43.345;Variant 1;1;Internet;General;;Resource01;task-22640;T05 Print and send confirmation of receipt;complete;Group 2;107.438
case-6944;T06 Determine necessity of stop advice-complete;Resource01;2011/04/28 13:34:04.228;Variant 1;1;Internet;General;;Resource01;task-22638;T06 Determine necessity of stop advice;complete;Group 1;20.883
case-6944;T10 Determine necessity to stop indication-complete;Resource01;2011/04/28 14:01:27.029;Variant 1;1;Internet;General;;Resource01;task-22643;T10 Determine necessity to stop indication;complete;Group 1;1642.801
case-6947;Confirmation of receipt-complete;Resource01;2011/04/28 14:53:24.088;Variant 1;1;Internet;General;;Resource11;task-19962;Confirmation of receipt;complete;EMPTY;0.0
case-6947;T02 Check confirmation of receipt-complete;Resource01;2011/04/28 14:53:45.942;Variant 1;1;Internet;General;;Resource11;task-22676;T02 Check confirmation of receipt;complete;Group 4;21.854
case-6947;T04 Determine confirmation of receipt-complete;Resource01;2011/04/28 14:53:56.885;Variant 1;1;Internet;General;;Resource11;task-22678;T04 Determine confirmation of receipt;complete;Group 3;10.943
case-6947;T05 Print and send confirmation of receipt-complete;Resource01;2011/04/28 15:01:11.710;Variant 1;1;Internet;General;;Resource11;task-22679;T05 Print and send confirmation of receipt;complete;Group 2;434.825
case-6947;T06 Determine necessity of stop advice-complete;Resource01;2011/05/12 09:34:14.232;Variant 1;1;Internet;General;;Resource11;task-22677;T06 Determine necessity of stop advice;complete;Group 1;1189982.522
case-6947;T10 Determine necessity to stop indication-complete;Resource01;2011/05/12 09:34:36.210;Variant 1;1;Internet;General;;Resource11;task-24587;T10 Determine necessity to stop indication;complete;Group 1;21.978
case-6948;Confirmation of receipt-complete;Resource01;2011/04/28 15:16:02.969;Variant 8;8;Internet;General;;Resource01;task-19975;Confirmation of receipt;complete;EMPTY;0.0
case-6948;T02 Check confirmation of receipt-complete;Resource01;2011/04/28 15:16:18.990;Variant 8;8;Internet;General;;Resource01;task-22689;T02 Check confirmation of receipt;complete;Group 4;16.021
case-6948;T04 Determine confirmation of receipt-complete;Resource01;2011/04/28 15:16:32.023;Variant 8;8;Internet;General;;Resource01;task-22691;T04 Determine confirmation of receipt;complete;Group 3;13.033
case-6948;T05 Print and send confirmation of receipt-complete;Resource01;2011/04/28 15:18:01.832;Variant 8;8;Internet;General;;Resource01;task-22692;T05 Print and send confirmation of receipt;complete;Group 2;89.809
case-6948;T06 Determine necessity of stop advice-complete;Resource07;2011/05/03 12:03:51.093;Variant 8;8;Internet;General;;Resource01;task-22690;T06 Determine necessity of stop advice;complete;Group 1;420349.261
case-6948;T10 Determine necessity to stop indication-complete;Resource01;2011/05/12 13:31:32.063;Variant 8;8;Internet;General;;Resource01;task-23446;T10 Determine necessity to stop indication;complete;Group 1;782860.97
case-6948;T11 Create document X request unlicensed-complete;Resource01;2011/05/12 13:46:33.389;Variant 8;8;Internet;General;;Resource01;task-24705;T11 Create document X request unlicensed;complete;Group 1;901.326
case-6948;T12 Check document X request unlicensed-complete;Resource01;2011/05/12 13:46:57.388;Variant 8;8;Internet;General;;Resource01;task-24706;T12 Check document X request unlicensed;complete;Group 4;23.999
case-6948;T14 Determine document X request unlicensed-complete;Resource19;2011/05/19 10:35:15.145;Variant 8;8;Internet;General;;Resource01;task-24707;T14 Determine document X request unlicensed;complete;EMPTY;593297.757
case-6948;T15 Print document X request unlicensed-complete;Resource01;2011/05/19 11:46:19.283;Variant 8;8;Internet;General;;Resource01;task-25634;T15 Print document X request unlicensed;complete;Group 2;4264.138
case-6950;Confirmation of receipt-complete;Resource01;2011/04/28 15:05:51.422;Variant 1;1;Internet;General;;Resource11;task-19993;Confirmation of receipt;complete;EMPTY;0.0
case-6950;T02 Check confirmation of receipt-complete;Resource01;2011/04/28 15:06:06.817;Variant 1;1;Internet;General;;Resource11;task-22681;T02 Check confirmation of receipt;complete;Group 4;15.395
case-6950;T04 Determine confirmation of receipt-complete;Resource01;2011/04/28 15:06:20.254;Variant 1;1;Internet;General;;Resource11;task-22683;T04 Determine confirmation of receipt;complete;Group 3;13.437
case-6950;T05 Print and send confirmation of receipt-complete;Resource01;2011/04/28 15:06:31.683;Variant 1;1;Internet;General;;Resource11;task-22684;T05 Print and send confirmation of receipt;complete;Group 2;11.429
case-6950;T06 Determine necessity of stop advice-complete;Resource01;2011/05/12 09:46:12.540;Variant 1;1;Internet;General;;Resource11;task-22682;T06 Determine necessity of stop advice;complete;Group 1;1190380.857
case-6950;T10 Determine necessity to stop indication-complete;Resource01;2011/05/12 09:47:59.271;Variant 1;1;Internet;General;;Resource11;task-24603;T10 Determine necessity to stop indication;complete;Group 1;106.731
case-6951;Confirmation of receipt-complete;admin2;2011/04/14 08:20:48.570;Variant 3;3;Internet;General;;Resource17;task-20008;Confirmation of receipt;complete;EMPTY;0.0
case-6953;Confirmation of receipt-complete;Resource06;2011/04/19 10:10:25.445;Variant 1;1;Internet;General;;Resource06;task-20035;Confirmation of receipt;complete;EMPTY;0.0
case-6953;T02 Check confirmation of receipt-complete;Resource06;2011/04/19 10:10:45.567;Variant 1;1;Internet;General;;Resource06;task-21031;T02 Check confirmation of receipt;complete;Group 4;20.122
case-6953;T04 Determine confirmation of receipt-complete;Resource06;2011/04/19 10:11:00.222;Variant 1;1;Internet;General;;Resource06;task-21033;T04 Determine confirmation of receipt;complete;Group 3;14.655
case-6953;T05 Print and send confirmation of receipt-complete;Resource06;2011/04/19 10:11:11.537;Variant 1;1;Internet;General;;Resource06;task-21034;T05 Print and send confirmation of receipt;complete;Group 2;11.315
case-6953;T06 Determine necessity of stop advice-complete;Resource06;2011/04/19 10:11:26.110;Variant 1;1;Internet;General;;Resource06;task-21032;T06 Determine necessity of stop advice;complete;Group 1;14.573
case-6953;T10 Determine necessity to stop indication-complete;Resource06;2011/04/19 10:11:45.505;Variant 1;1;Internet;General;;Resource06;task-21035;T10 Determine necessity to stop indication;complete;Group 1;19.395
case-6955;Confirmation of receipt-complete;Resource01;2011/04/28 14:49:47.708;Variant 10;10;Internet;General;;Resource01;task-20037;Confirmation of receipt;complete;EMPTY;0.0
case-6955;T02 Check confirmation of receipt-complete;Resource01;2011/04/28 14:50:03.219;Variant 10;10;Internet;General;;Resource01;task-22671;T02 Check confirmation of receipt;complete;Group 4;15.511
case-6955;T04 Determine confirmation of receipt-complete;Resource01;2011/04/28 14:50:15.040;Variant 10;10;Internet;General;;Resource01;task-22673;T04 Determine confirmation of receipt;complete;Group 3;11.821
case-6955;T05 Print and send confirmation of receipt-complete;Resource01;2011/04/28 14:50:26.587;Variant 10;10;Internet;General;;Resource01;task-22674;T05 Print and send confirmation of receipt;complete;Group 2;11.547
case-6955;T06 Determine necessity of stop advice-complete;admin2;2011/05/26 13:13:58.332;Variant 10;10;Internet;General;;Resource01;task-22672;T06 Determine necessity of stop advice;complete;Group 1;2413411.745
case-6957;Confirmation of receipt-complete;Resource13;2011/04/13 10:53:05.329;Variant 4;4;Internet;General;;Resource13;task-20039;Confirmation of receipt;complete;EMPTY;0.0
case-6957;T02 Check confirmation of receipt-complete;Resource13;2011/04/13 10:53:52.557;Variant 4;4;Internet;General;;Resource13;task-20220;T02 Check confirmation of receipt;complete;EMPTY;47.228
case-6957;T06 Determine necessity of stop advice-complete;Resource13;2011/04/13 10:54:16.536;Variant 4;4;Internet;General;;Resource13;task-20221;T06 Determine necessity of stop advice;complete;Group 1;23.979
case-6957;T10 Determine necessity to stop indication-complete;Resource13;2011/04/13 10:54:33.659;Variant 4;4;Internet;General;;Resource13;task-20223;T10 Determine necessity to stop indication;complete;Group 1;17.123
